"date","time","time_zone","format","text","notes","favorite","date_utc","time_utc","metadata"
"2022-04-17","10:42:19","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970112327714680|20220407174422|46.84||izuz6FDN/3OEoPQPcuzjV5QBKJ8ryfbDniUzJyCYJkj0qP9R2F9D+6W/0E/3hH+ThT4YKyNAny2cM5rlea/NwjrDzEAiHTo5WrabdGQjo80xc3O5XgKq9HdJ4oi/ja11oeOTwgJcarkyjHodFSAhXpzf0tJWuUZ+YUw+7QwgZeldd0Yi3gV+loCQ9cM//8SOmep+01MUBC8P+Pw6OLKwpES4eRKZ10PBojoBKt7HtXJ9p7OprU8jb3YAjtplTfZore3hMfZqwZ/v88bNOpcwCs18KBVgvwa9hoWwUSd1tkXPSPSYQpOFnuqwVAIaBYwc/gL7Nr8n16qDEIH6tA/ugA==","","0","2022-04-17","13:42:19","{""ec"":""L""}"
"2022-04-17","10:42:25","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970112169014888|20220407170047|30.45|25022999854|XKlDeNlPpQB8yra6KnhDCjTpfx8eK0QAxPtutGKB7enKzNRrWrZ3zvPEefcFFqxK0UVnGlV1kMpuslLexBhscTlE93LuTwAyePtljQWnnxuJEjb3JjGkgJwUSoYIa6ZCHKgf7ikIw/EcX1bZ5SzeoT3dL6k0kHl3Hb+qfKPMQ78lOtbAnptBuNzfSK15rcj6tGA68g3TBbNbGnbfiu3qe4vgIkuP8hqfR3Sl6gPTGH+oDPaPUFNzGtlcusPbj0R6v5LWBVaN4vec7gt1wNJGhI8hS6k1nCGabDuU7TYNlu90mWLBSVIli61g/vOmIIAl7sxjwzHqk8WI5chP6qtXMQ==","","0","2022-04-17","13:42:25","{""ec"":""L""}"
"2022-04-17","10:42:32","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970112143167288|20220407164504|114.05||u5LWAtGVpehIDNVCwqM4CwEWXVMiG0esMUTb3SetNa0boIuGGta9DkJgEwfEjULUVph/6XC15/U9U+4XXAw7GKSFeJD0nmj2z4Yhn3fbuXIoNVq/WNVy5QenY/d3ZEU9Sa0UvfivBH7Y8fGel/rq4WUWgkQRysDHVVFmE2Yi/sUg7V0DE7PhR//GKEvxAq1m6cfhlhP1PAvvAbcR3Qs330qpSZRwgE7sJQMlO7qlyBtMZiG2pJiG8IZIuN4RBkMp2lO19SLOsMYhqYUEVkNbdux6qCkV1jAMTIwIAAI7dbaiNtYgrMTuoc7/XARTqOf8jzI5S+Sas9yFvAAWDKPXSA==","","0","2022-04-17","13:42:32","{""ec"":""L""}"
"2022-04-17","10:42:38","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970117628801117|20220411163319|7.50||QduTrI1CrXMbAeODEzdr9Jj+ZC4wcnwX90chrY9lNUkpfB/vvM5Vnuetl5pIAaHBFKmlRYA5VnrCUNBZH4F2M7XLeaJ2R7rjJQDUTap8uslfnrZKw09/wKjVChamEdNxMt0LROsiwU3uWBAKn0C/vCGf6zQ9dLs7thrsHAK95r1Saa3P4P0JjKMoGfXUY7zx/saG13P9OOoERyAE5mUsbXR9qjP8EHmvfbMp0ii+qu8P15jTSOpTC+PtQcJ4KJRwcVhLN1KWAy99G5p1TgUGKfEvlu+nNfMQao07K7Vw4oVN0QbUA0rzmLdnaYlY0ctFLIpCh17r1DoAvKJEYXLAxA==","","0","2022-04-17","13:42:38","{""ec"":""L""}"
"2022-04-17","10:42:47","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970115162034365|20220410075636|6.58||ozhTrVdV4mdPAAVa6xFtZqTq4Z2oX8k19Hkf3qqhAWsJjQlG/oQTnqofoBj4qihHTOi1OyEtzvuLq5EZYSnW/c7UsiXUHQSwHKHpdcg9VLiQDqjMzxPtwvrpUTdYP/RgbK0RCtsCiVZmW1g4z+Jfb5mQpY+twFTPrPQZvvwHh9IPieeGBuZKGNw2H/DMobjL/N2QTbqoYXsyKcbMitAPPbK3lUH9dfsXK+YCFJOJKmccv70jZV1dpJtEOIxXXsQgVr8Zi2S0WKBz6X6IeYlv2akwKomdjEmMfU/kjSoBgNMGWfkDXravZW+11mZN+FUjF7lSk8YRGisMkVL8cSOZMQ==","","0","2022-04-17","13:42:47","{""ec"":""L""}"
"2022-04-17","10:42:58","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970115175649290|20220410075827|48.71||GN8FMASXelpep7GVQr4m/zmCcIvNzn4MogP8MN94qpFNdTCWYK8sEZQ7m89mOSMXfDaQq3CdZiZCwyvBDP9PiiaDp4PF57I16QmE1FVhdbs4W46ze4Bxbk9XCaoqNz7eZBWWUh9DwHzoh4Dnt97KEcUs1PBN2UfxYH+OsptBU1l/P2rDRWirue0isF0XqWyYfbVx3wwykPur7OVVMbPWG/fJhwDl4vnfL6ql4x8nChfrIw7r2ICF4Z9JOxlznqz8qzW5fmb4v8fWmPlaAEkySNHMdX4cQrwAU5cFMjWWpx1ddpy0r3DvmjvSIy1TdErIow7nP+esGJV0RJrrOUcXew==","","0","2022-04-17","13:42:58","{""ec"":""L""}"
"2022-04-17","10:43:02","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970115146655342|20220410073316|15.48||sKP6RqtxLJjCWyV/w93U+0lQOgZXChiTUhrbCpaTZ0ILxssoSouw1dbGI0nx7BjVeso4Ev4dH0dWhDQtLuClhvYtcNnb+K58/y2O98e/lIf8LQKdav/dHBpc76Ml+YzEXvv0/+ugssEZbRp2hK9Fu8hVk8pN5rY/wivQfrojgaIlaTqo0MsKlzE8xrjMwVlE57F+28ZRrzjSblbChuHVln2TY2czN9uxQHf5MuCvJETFL2xUeRStbNefXwnChHBSKJv9Izvs4oty4MUXdTPAPGsxaOWR+jdwn3L004dm1qhhOrCwleOlYgoB1K8bSZiw7vxsKXtL3yq+W5WUcynzKA==","","0","2022-04-17","13:43:02","{""ec"":""L""}"
"2022-04-17","10:43:11","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970115218649904|20220410080259|2.99||alwdzyW5YI+Ksnj8XXkhvg3IRUMdvgGP0xDMXiDHHHkW/fnDmlL7CeTVWEwshO/pkizbRR+aVrQIjVQq8ByOQDLwsuxp0XJPGyeFUg2nsMAQIciVgr3HuDVpdZTVRzje9f1Xncglw0ZJ4cVmdyvlou3xozvEPfgNYDJ6IOXCE2X/qdXj7Bp/76Rb1kAnna1bVceScEs4fMcMCYnPhj3Nl9vvaVguyobIzbHGu3eLgLE6rXCFz+n4cuf7nU89OnX23ufHApNLZtqOMBDX+bH7aw142RhjuT3zMKHBelvNT5J1NEMW7fYnBeK8WRYCXKzHSZSNfD3dQmf05o/onqyD1Q==","","0","2022-04-17","13:43:11",""
"2022-04-17","10:43:20","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970115266741548|20220410081123|4.99||dGi2t5PJW+rjoRdxf+xpSaEUmaxefbUQI4eMn5UesSw1ni4BPfMHPj78Bm+3PM4YBTDM9/Ra/EuTdE9Z2UBuwWH/9d+gX3bcnjXa5CO3D+mFxfL3rVmip1G6wZIV8QxzUWfxNq9TG7bXYAQS4f/C01RU38aoogvhtp8Qqc7a9BZ328RDyAtgUDeVlYghhn9BzzX7NCjViiqknJqi+3pi6O7m4KDex2VASiJ+qovxsNxmDbiKv3+ggkwQ95t5w8PYunmv9IuePBh/R7P8cbQyhwcqkSdfcA2XfFdlaXfdYVp84xW2JmrrYOvOon+hWk9Gy+JdKlLK5U2XH8tNIvAeSg==","","0","2022-04-17","13:43:20",""
"2022-04-17","10:43:29","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970115255873987|20220410081048|1.75||ERviOQDDbXfYkuMD/yopPxt0X4hE+a9hMpW6CCjKLnOXJQhddCYyBIi4HfXxJ1EIjjsOBzI6hYQJcNQk6w7TiYUPhaUnJKwGCT5hmgvXqbKLlsbtjXwLbmtnl5mPkX4GDa6lUeteqmFAyCEnakglIEyItGhKGe4AWLBvt8QTno1LYf4lKat7maTIWFZIie9GDBRXzXzKGcKUE3T+jTHRC9QWg8vn/uh1CZg8J6s8LLQDyFHZqMcexJJDO+2eXJOsyeqER5pDmKODI5VtEA3gP7RIEVdZ42q/QtgO09Q+OGkLCE8EmWf8sTEcwtWvl4vkadqYzwc0yogfn7APyXrcOA==","","0","2022-04-17","13:43:29","{""ec"":""L""}"
"2022-04-17","10:43:34","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816170261780|20220412183937|13.05||Rdukl+unxa1cNNOPArV421rIdsTIlM89r9hY+aq53EGoHgvYbUimipeHCM/0UVfg7HkkXG4fkhnog+yudPGrurHhpsdjDRJvgEffdb+RBHp+GSy5OiC+7w6PjKSe8sF9OlWQnZS2OjKfeTnoIkwr0pYG8bBfhBMdAFiYjmHB/2Zg1HEjbm299ugQVVi2HYfD12q8juSl91J/UBowHLFq3j0LWRfb9EhmSNZ990klW1JBkcwBFvQEE0xRiP3zc7HuEyZqlZROQylq7Tceb+wcw8Exo6WzG1Smgjk6UlJS8u1Rd+m7hj1e2kTC9LIFWeATG3rRo+YHfDzp4ZwE19BBNg==","","0","2022-04-17","13:43:34","{""ec"":""L""}"
"2022-04-17","10:43:43","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816189624790|20220412184119|94.76||n2OlTkLbldc9zgziqq8xAMSRLvvM+g4cLBiHMdSdLuDx/6Ur5dgvCUoY3roULKtBTeeavlD3Yo5yWcXP5mFDsvr73OBauaGmYGPZ3qb28ijPW6yUWY3NqZBKz1hltLxGMa9gUXkNxNbv63Uhj8ItqcH4BGJj1mHYOnwbdhsvfEgQf/Uzz9pX1wijuFC71NjKO4pUacX3DuJfinZltjrZHCaA8HgO8Ib7BAJSCSsnRbvsrLhXQnBY0ASUsdHMXWwoM4jmz9vN+Fd0wnAsigKOnh9INWNLC28HpP/wzCRlUKIPQq8Taoy5xlqBnxAJHjsEAqNKkoXMtnO9RK3R8XyWBQ==","","0","2022-04-17","13:43:43","{""ec"":""L""}"
"2022-04-17","10:43:49","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816109143234|20220412183206|6.98||Qyfw2okEkPQXq4eW+nKbCV4fdirB4Qja4wfLhGKda8pzQuzQR88lqoOS2wulfNP1nLiFGobyUl46OLf4v9jGPpH9AbV+rTrRaenZ6blHCWnwiTV+5LY7CG72JOMKu6dsETDNXJQcDlPMtzvRYWI4WxyuQdH6EfFUkKh1YQpf/rFuNb5syQXnSIUde/Dk8VfEP9g+aYlgtCoNr6b2hGABcub6ijxROX23iMGoYGuUxTbs4BeXJcILulIBfeZ9/IL7VnNEdhtmU6cMx2CW5QGhIiEvBpDZzg3uPelDSk3XkazZtK2SoGl9x0AtnjejgA9GzS9QuvkVgcj4AwJFC7FhEQ==","","0","2022-04-17","13:43:49",""
"2022-04-17","10:44:01","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816109143234|20220412183206|6.98||Qyfw2okEkPQXq4eW+nKbCV4fdirB4Qja4wfLhGKda8pzQuzQR88lqoOS2wulfNP1nLiFGobyUl46OLf4v9jGPpH9AbV+rTrRaenZ6blHCWnwiTV+5LY7CG72JOMKu6dsETDNXJQcDlPMtzvRYWI4WxyuQdH6EfFUkKh1YQpf/rFuNb5syQXnSIUde/Dk8VfEP9g+aYlgtCoNr6b2hGABcub6ijxROX23iMGoYGuUxTbs4BeXJcILulIBfeZ9/IL7VnNEdhtmU6cMx2CW5QGhIiEvBpDZzg3uPelDSk3XkazZtK2SoGl9x0AtnjejgA9GzS9QuvkVgcj4AwJFC7FhEQ==","","0","2022-04-17","13:44:01",""
"2022-04-17","10:44:11","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816095691337|20220412183043|9.18||e6ZRWWwB3S2Z8/cMRmygVOZ9WlUkTJ+jCC0O3mP5Yi52dlavL9WtU2V/AyBWVkTeFxSgJFvlkiTFhBW2Oq0lHGiuqGbNzX8lOBddbf1nu+RYYgKsWFcvAMLpIfV/q36nTnupniuhHbJZZhL743VP4eeQbLxmx5GyDdg2T/c6jAKWAxc3nwIB4/K17HQMxUjmo6T+doCsL+3Cnmr4woq6NHTB0fo3/cHl+4wQ46SVTKWTG36ulB1NLvOo4iermhz/MDnxqFahqemss1u0+OvQxSIfQSeFnGpYQMGJWmO4J5oE7J50RmDE9iWcfW7VHlNDoJQTKdih+oQbvRSuAPc8ig==","","0","2022-04-17","13:44:11","{""ec"":""L""}"
"2022-04-17","10:44:16","Horário Padrão de Brasília","QR Code","35220412305443000170590010464820005740097755|20220413141509|3.99||7z3BOFyR67IgwRV3nXAB1yYVn9+9xfnc97H8FLdbJ+glEBGRRfF4fVN86X+Eaxmc80R3C/4ilza7bY87wFnn0Lw9aqri3yDxb1TIcDYXrqAyKlj4YluMSFJd+8Xf0kGrrvpUtL5o8pLNfoKRr6pWoaahymGuoaYpBDIh/J693rB5cDBgpHVvoVdHbWbNG83CpvGrPm4PiLc5Ykeft7UBPKlgoWPtBmUfUvmwsT4Y+QK8z9zGY2pM1oVLN0PsIomJ7qpcmEu35nA1Ei8Ov7rjvPoLvyQgexrDopOi1koDfsppa/dfs1qNYDHPe/i0ixlUgEkGRPGT7FzCTvNroPDV8A==","","0","2022-04-17","13:44:16",""
"2022-04-17","10:44:23","Horário Padrão de Brasília","QR Code","35220412305443000170590010464820003841586194|20220412182408|4.49||r+rHu96a4z66JaF8Bn1JhUvnHXbTfbfF6vwwuKRjKNdljd8qYOa9uoP38PcztKpe2sew5LgoS04dIa9MnekiKL2mkdhi78m0rKlDQCHVjiN4VOcJbcGImK5FgbvSfJRjM5ayFDaqH26o5WoYffgsTJpZ5pHdMYk2LF/TSRtB4LWmIbpsR/n62yI5IwhG/xHAlpqg6+GC6CzXt/zXPY/JHMgM9D8Sda33E8/pZ6h2fGh9zZ06ZOWjqdLVwrBb+HD4mFqXD+L/01mzjPl0HLr28a426lRBe1XEChPjP/XdS+P58nzP88DRJf14ZbYf9VWgnLFX1hlyEEK34GPKLVeZ9Q==","","0","2022-04-17","13:44:23","{""ec"":""L""}"
"2022-04-17","10:44:28","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816051496652|20220412182326|44.10||ZYJuxJFcMz/aOo5lcAyFYMpsgaEMwJrWXg2xt3IRhfy/JHnkRcWNAQNGQhjnXuXKwE4iRz4lSOK8KzkE4d7gYwYrCoCDToN3uncj6jVLHUL+3LSimsrTvnsRquzzVxuDwDhmRj2tpVFwzT4z2irFRrFQVbMJNzuF89TZKDwK9b0OJEw147coOTs1voHt2WjQT7KQ3lInsxj1bdWubKRAeDprFApC7yOUs5wH0qRQyoXlOsAOLZ/Ji4J1grZ2Y3MZn7/IzsNvmSZhGcgRKIapZYjfWnmJluH6m4sq2tCQC3yYrCBnmWHUZxkBPZ3gYhROPmoPx2vu7el1dP60pkOEUg==","","0","2022-04-17","13:44:28","{""ec"":""L""}"
"2022-04-17","10:44:36","Horário Padrão de Brasília","QR Code","35220412305443000170590010464820003585175666|20220412175354|4.39||PgvJBAv+lbKTuUYEvB1S7+0OwHRqlfzIBPjHGJTX74u0d7U/xaxVcAiLXgjAZ3VXDs5Ux+U2zG/17mgtdcaWrhRSsWupu+S5BRXmOivlHOzh/04Ma4Xw5FjYrdOHyeXjkwuuQNbQ9/lIrIr9a85f3qrM/FjCc442/oFl9MY97c+0JzYHozKVnBJycyzV7oZ5d8qYOFB9/wmJYFsWRJm0DEuVCfwZoJf65k5ej/KaTOzTenfI63dgXO2zdmT5iw+LtOv64TU5kxzsFYFKqlDa7Rq+D4M9sVn4YYsCw8nHCoWSKI12tyFu6X3gsOVh5R0INFepjRA7Czh8fmj7EvTLVQ==","","0","2022-04-17","13:44:36","{""ec"":""L""}"
"2022-04-17","10:44:42","Horário Padrão de Brasília","QR Code","35220412305443000170590010464820003558382680|20220412175151|32.54||7AEeSH+4h0/xt9wC1qy6H3XOhUs/3UH4CcRmGtpUey90EVpZgIsLv48RubXmqz0VAx1LealiNQhGSb/OrEHQBGCYud1U7vqpqR2kuUJorufpspppgsU1megZjrI72p+klmkGRI3ybsTcXmiLjNJ/p0CY/VRHrBvz/V1+k0rZeEyT/F85zxByM/+9WZuFiBgaCZcOX2Gz06wYrez9RKe4cAcYcXixmlgZ2Y5b6rMWI3ZPTVHw8laj2MzJ6DpKCuRrORHCWXMIAAZEtLT6bPs60pQD3KXoT2tQP3cXcV/b2u/lclBwIYWWyCJ/61fgkiB7hQbAKgjUablPU0dxtIUuuQ==","","0","2022-04-17","13:44:42","{""ec"":""L""}"
"2022-04-17","10:44:46","Horário Padrão de Brasília","QR Code","35220412305443000170590010464820003569737434|20220412175236|12.99||kMzlSzPxXs/NzvJ/l32bNBrpL5rpEPXK4t1QxIM5s81Ph5fpQEogn+7BdpWnUMF5O+J3KMJ3h7qUB0fWAAUj9sDfm1OwuP806+vLQRarR4WcVEmw9kn40YlAervz5+2oOBMyjSKedl8/a/tEq+nBWoE5jJMjWBHguMWbi37hl3la1xMe29JcSXDdHwEc5njfjSK/4KoyuQCgoAudo0PWAZET/8SJTPnXo9j1gYWgXB6DLkobO1One0pzDCnE53P+mNFqSaXEEL4W49R+A5UnCDl5N/a2riCKfdr/LS5sa2izLrTiXUOiPjNR2af5LrALOR6Fltxl3Y50Dc6AAXh/Ow==","","0","2022-04-17","13:44:46","{""ec"":""L""}"
"2022-04-17","10:44:56","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816222369668|20220412184822|19.95||Tbf1zR2sW1HmQcmHvh1QhLA7vx1fanZWCkAZEuSAI8p732DKvyRKO3FcbzHZ5eugFD7Ncge3bsVJUfgIsS1pbMy+RCPP3bH/jO5JyiEep1dNMe5IjrTESCyNdx9BflU2yGR2aWmLWFXfJSu3FbvtEO5z8mggAqE0LbDx/LFfXl0Xk5IpnNbgnsMtiJ00yb8DLCky0IJFFv0/0o+t1fS32Cy7rI8Gq6VHM6T34NWhPHmK0iNzMAtNBfdh1UnCSw1KUq959x0dI8RcLn9x/jbb9W4i7UYhlyE4CRw6EkoYL50OAfEPMi0lvAKbNv3uSWvkP1rrLP6SfknwCOkgAOcSLQ==","","0","2022-04-17","13:44:56",""
"2022-04-17","10:45:01","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816165788261|20220412183838|16.22||Rlq/1ufjGelcjsmosWlXC07U5Z6/LpkT1J7Mor/EXnaCukjpyEL6wqRzXmLktpsgKMigu99pgzfkFQ4y5XOaAkj7wX/OWqIFIY6Ua/MJ5ooL8LrCSvJsAa01f6IlljX2JCTbXwHAz9zH4TD4Flh9A79I1u5OTvWyg5yPMIcBjsH4fzbkm2t0FNK+mfAFa5Fx/P0SdFGSGAzEGiyzXCHEuTS1gQYLTgZMXXGdOhzXCSzZbbg5oDA8rU/7EZbGGtN49mMeBftbqWGOsorYjOaGV4lPl4kR3/LPx4+1LJyAPzKDB/2Jvpm4m4g/rcB3ElmYAbS5gs8H80exopRDORMrBw==","","0","2022-04-17","13:45:01",""
"2022-04-17","10:45:06","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816036439414|20220412181502|1.99||h9Oeb+PBw9eMfp0kCxEvPbQtBNDp/LCyWCc5SXJN8VtvJlbqpjxVDQmtvKALHJgSpyUfPeSF1bdfDdTuRiWQlw0f4bjyapwWYrdo4ZZty5+8/gWT+EyGnTbOsJFMcZ6utmSc/quSJr6X0sCF3r5cNm76lg2B6Nt/UoA7UQH+agq8pizCNFezQ+mC3NTXqDKxxk1UXkxzdkNL4jRaH+BGJzHr5nrS0vPNAhvtTpw4/QZ7aFwuyenODcgRsSXrfVr11X7dadgh+jeY/lPhQWp+xUUIEetDJK6gXmxl8NHuAfrv1VS8+9WzxlOv+T5c31MiJSSBVNorRfaqqE1iuXbqLw==","","0","2022-04-17","13:45:06","{""ec"":""L""}"
"2022-04-17","10:45:15","Horário Padrão de Brasília","QR Code","35220412305443000170590010464820003726122393|20220412181015|2.99||Y0vsSum79o0tFNfBam5J4N080WXHe5l22LB6MA8Z0jfIkBqqp5iyu54Ol0eqnE1Q3rHupyI+7Tjp0ducf2YczcGhwv+NPRiehym4PKtmJeMj9DkAONr0QBUWYgTF6USGNElRlF1ST0BmH76RRAX0lMhGieVNkOwECIEHlQRiFNFxjZjDIZjhNye0BeLb9P3tZpk4J3XsXvWEP6c5OlL4GwPFbKbCPBcVYY9uDH2ZIsh6baDNkg9PisjrXUTSugO6M7kFe1VILppl/IPZ60ci8oW89emd3Umdl6JkQBAV8xgLoYVM+804hnkloDSHZXZQn6fQOZiU/aFtJUv0FMiDyA==","","0","2022-04-17","13:45:15",""
"2022-04-17","10:45:20","Horário Padrão de Brasília","QR Code","35220412305443000170590010464820003753026740|20220412181248|0.75||kF3Ijc9QcHT/zHnuID2QFK7KgahTB95nDVpFpsmaEfyZW5+hJAwP14P/bkPH8bu1GCP9DViT72IRYuOIhUIDrETgu442jNLV5SClW848Nc68ORgA4QXIYwa8Z/ANHd7EmRSkeVWVBqLjduqgm6fUGAURGMenysedzVJWRJNrWo+dx0mE2TCQhncAnsme+01Q+CHtY2SwCsQjvvJAn/4CxZDAPJGCnbyOYjiVatBdpXbjTr/dFmS9pDp1UA7VH0qr5osZEYU3wWIyfvP3ipFgIrJe0eERnRo9CFMsJbtItSUjYd1YOzfqnPEUPw7mdhHAMTTNgiYm4JCYO1QlYaqOhQ==","","0","2022-04-17","13:45:20",""
"2022-04-17","10:45:24","Horário Padrão de Brasília","QR Code","35220412305443000170590010464820003683973885|20220412180710|11.78||FqDXLC49M/5kfnowL6weLSYXeVh9DnbTyj9sd7/leFVpQFF7hsyyCi3QVAy/Na5YYmYEcAyZGgRHvEMzzh4VSz0wLjPll6UyLNM06gwG01gIn7Th+w3FJ81T2Rg/V/f1M5WCJR97HALjutmedAxHuEs7eGj8YPW424IKZ/kHdWnzFj9zzzt5M/JkzTwD335fb+RzF/QmnfiZV9fm+SnW0pek79ZhWG53e4RIB1PmeE9x+R/3dT44ixSWa7UtRkxskJwr+sQgfRaPS1uVBHy/9tQF9Wyre2CCyVjcmMj3YiNQ1lyLgNRorteGY4hyfpjrobPdpB4BTZygvK+bmZxrog==","","0","2022-04-17","13:45:24","{""ec"":""L""}"
"2022-04-17","10:45:28","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816642524275|20220413170425|23.25||QeDP/KNOc3T0khuMEy+iIzwa/mJ5vOPJpxQOqqFIRQ4vV35PjtmwhrHGQhOfEEquQK9tXzbGppILMTXafKXfqrCeiaKzyXOF1hwEhjxCvok/ymeju5w+csWFEy8RVsohmOHAYo8zmYLVhX7QhxWrYhTqx498oSKb4b8IOk+jLQ7KWHI/8CJJxF1APo3BFcE+3zK+6sT0+J9tbHEBUfkn5jOPlAo+/dD8FYf+n3qgzcRoUMMo3XlgjMXNrPe0a52eQjN2YwtXI8oD5QpJDmGsLKqV6EiCwGRNdu5uCppk0y0dYsOAcG9gM/7d1HvKhtCnS9EyZm3iloKS1kW7HvU2UA==","","0","2022-04-17","13:45:28","{""ec"":""L""}"
"2022-04-17","10:45:34","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816604963518|20220413165407|15.28||BBmXmIi8WJT3HU8N5QfTO2MugWDd1+dgAmzb5rD4ocsNGb8pjCJXQenGOVFGVDBOcq8OR7cFHrWF072VrVTuUlR0RMTN7NN8lWlpnIN1OWm7i99sDKMI5DQ0IXWh1B54dOErr+QbHKwOHNWme4LYDJAHsZLRA2ZOcJdkGq4wBEBkvA0IGjcTFNOKrzRRziAgXazwq9fEWOF/WrV0c16baI84dcdtV7bZbZsd5HK5aTZ++Ah63Z9PfeFH+PnEgO/XtOHWZJgWx6ucTwW6Hirk7lm57oQJgI5xUf/0z15xiDO3F7d36JtoDrU7JJBeD5eVtZdFXVUWWelWely0AsXghQ==","","0","2022-04-17","13:45:34","{""ec"":""L""}"
"2022-04-17","10:45:38","Horário Padrão de Brasília","QR Code","35220412305443000170590010464820006268354271|20220413164327|8.36||1t1gY05NbnaMZSxuubcVMom6AQ5eFvGymoF43f+IJQsqwbmqmlh3KeFNmz1baJqOmCSlZaMiY2VsAaOIZO2B9Py1Jg3vfVRC1EZsHi/X7ovbX4xX7427+Updasm6vy1ZOtvE06L7mycNb7P4W7DrbSSx1w2DAS7TFf8e8MvOMf1VNgTFkfHFr9ro5rixl9P4mpcHQSGN+KbYWXTkrlfY83Zf15bc88S5kGDZDCTgWaGjsJhh+gR0EpnGrb7hwc2a+S8SbXTrSC6qfM9t/upVPhlYdvQzQ9N3m301cIblgf4jBy5zsetwKD3/8972OwJAOfSirph4zDkYrRkN+vgsQA==","","0","2022-04-17","13:45:38","{""ec"":""L""}"
"2022-04-17","10:45:43","Horário Padrão de Brasília","QR Code","35220412305443000170590010464820006188514671|20220413163417|5.00||vFpHkiEOKvSC9G8UQWsMuUJHikHPMAH4KUDCDLsmXzMuD5JuaZq2zwa1NQ2EQ9RhoVd2OQmkaQMrKXWYbumrjw0C6vb0QbP1UJGjeP6ZGjE2VHkjWJe5MsZcYO3q2idLN1b84sYadczVH82okoFfUMGSV5dMrx8HfuhILcZ0vDp5lfcYG1JJ1fw8p+u07pAKMMuXBhZnKtgwL2DrLJKyqHRoHTUpNUdjiq3dWWqEA11qo4da7NMAIi7xvTKpExSSdYoa9NT6B1Le0XD55Bgbo1Y0Tm4W2YDieKIagrY2Vfs3UefReNjiPbYpTGWGOZ09vhrsdFenHtcnAwhXyy9RHg==","","0","2022-04-17","13:45:43","{""ec"":""L""}"
"2022-04-17","10:45:48","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816518865473|20220413161254|8.19||PGm5YUda0rcBPSnKq3A9uYY5IlZYqkOK0JSi6BJeVhLnCwRSuVa2C0KgNgZZFEYQQ4vUDjwx4QEPzHARH2+WyWRr32ZgrWfsWxiuPH2Xn5Q3DHz+dThmnDnd9bTSIzzXMGqHNni8zGSGitOTwBJa9lLb/e8q0U9X6wnhPuf935lP+CrWtbpWItonFWfi3LiLm6pusYFJOvNXhFy6vyX4Q8FCsZJGm2FDIU5A405UeN3lJrVfvl/ee7t3sqwL4U1B5+TUXNUxexCtHH+TFhzHSmqEc8Spnx4Wy0PFOzJMwXOn6QZU1IyAYGoHJUQ+29zYb/zjod31IQzCFbqown4NCw==","","0","2022-04-17","13:45:48",""
"2022-04-17","10:45:57","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560816494540073|20220413160221|4.34||O0JKsERDUdf7z09cnur22qRkMZukyTm76vHSH33yFAy1QjOlRjMLHAUVVQTQDt9tn0JgVamvp4jcaYi2KZ4Wekl4I9TOCoFv4/71neiku9nH1POuwnOb3HLmJkXHN/f3O3t3IcLSKwbCJUSzd4hqgGxQ7k6rkVx1Z7HlwuwhKK1EdUga82dT8nZJYfwaWFaUyVYaaq8hXhjbUPPKA23Jj0yaLbBPak2H9706HqwXPzOpiDQu1TzfO+/Ptpd7chb8SbTUSHpGQvtOADLuvqGxAXGNflKk4C5QeyqcuzuW3zlO5/Kei66pcKFIEbWyYUmidx475ZdSIlsae/c4+pmrFQ==","","0","2022-04-17","13:45:57",""
