"date","time","time_zone","format","text","notes","favorite","date_utc","time_utc","metadata"
"2022-04-17","10:28:58","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970116118107180|20220410111142|6.39||yUBinUkvVgDR/xYwmBaCJflzsxqewQcr5HETSTdDbCOf3mimQsfzeZIZQvo50GtxqnM5hZxnqBHwO0EnOPrmII0TDO0PFf21BVq1H23dBVyHmdX4nRS90gKHEAcaEbTR/0LBLE027jHGa+QnvYcXuaVX3GTfTt2D2muZZXc+DM7LuQXE20+KWAQnXuizB6kh7WX4U4MV2r94ZIcSwHjSadulb9FfD3UFe65ai06jv9idF5wCIeIqv9SCs/iBpMMJe2X4LwNV75C+aYQPPtjYUZLZkQzILAEb3vBm+myVUTEVYeIDEcOLNoqSxpPxNGuTroU7ElGyuP0RMWprt3ZdAg==","","0","2022-04-17","13:28:58","{""ec"":""L""}"
"2022-04-17","10:29:03","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114924023870|20220409183150|73.88||I/XWt+0wnOI0iY2SCEBDTeJqJvis0W71Fom7CYJdq05m3AqYWr7MScSb0oAG/X4N/VMvZRXKdeuWtoh3yk2ctZqKToHms9ofXLSD+u/1nr8QOlB170mmEcChNaXWcwk3tg+mBSMK7urP7HOItvA7FpvnS2YSjlL0ytnEKD5Co0bIu75jHEX4SyK/+TNl2HnsU2AssDgPhcsFnvOUa2lESHx742P9+Re4Zk0vatbXxtA2LSYXh3x03aVxhVg/yPECfYVml+OzasVsPGOQbXgPzrnPw1i6LM8Y5W2IPmjRXVYCnZh/8B+cJNkQhcovQlejAaMesodGbw0AsuGP9QGviA==","","0","2022-04-17","13:29:03","{""ec"":""L""}"
"2022-04-17","10:29:09","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114986177081|20220409184246|36.27||g/rmF2vYcBWjBejGYDuWXUCTielij4aS1WJsh8zDd3OFtT5g0kvlgO2i0Wm6/H7fFlsXXJydTI7kcJtZZEJijm2eKfhKn/jlyoTFAVE+HvC4x9MelhoxzfBpdGJNiaiuKH+hr70wAYbCJYqLN/gFN6nlz6Ml5PZD2Hn1q3FpY5b1A/UzXTQhgrriAhircC8bJzQm+Ss4zQORspbQRDCwYNr7BkfbZyvHNdJMdnCLw4ceR7sg+I1ngULVo372po9LWRuHIh61DY+aD7N5a8Ez/E+iztG5Q0vPy9W0jILA8zZgp2FDoOYzLnaaHKYG5of/ovmSysTJ4h7XltuAPJMvug==","","0","2022-04-17","13:29:09",""
"2022-04-17","10:29:13","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114992001089|20220409184324|9.49||ZnlgTO7PslJ1VHyNycnxVA7PLgl+ENcJMcdijQzikGS1PAER2nf7xI8ETZ8Wt3zQGV2qe710MdXnCdKT0UtS+1rfr+yKPq8PyDyGtfNIUFuOMPXTNno8bDet8AjbP41/C0pqI5jGasE0gN/VUZC6TWX53AZRxoA+1jZdJf2n7PHVWE7z9rUbY+QbZcJtLOd2bkB/JQ7DQQIJ3FaucSd3KId3FsexMsLM0UqMYhZRgC1WMBtLVIWNJ79cyFPWMzyLo0Tx9KbvN5bD2ODjJJ2/7HC5Iu6pjdMMMOMWkaN4wxfYsfVPpTqy1aZHAAs5K9O6PdwQtQ5Uz3IQjKUAvRWjUg==","","0","2022-04-17","13:29:13","{""ec"":""L""}"
"2022-04-17","10:29:19","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114466675877|20220409150138|1.99||Cs+0ZKF/zTKJfynRTbTF/l5LfuYnZ6cnSp5J8S42CmPRssybSTyR9k3wP8GdLnI5uFhCR0hE2VZ9Jw98/pUcA9Wsap8R2VXzmXW4/hglITwtaso4zkBE3iKAFPFHRUGJRDN3QDzOPodmghfm4s3x9bDSZPzl6Q4SFJ52b4ZK1Jb+7H5AicikM08mIX2tTksVJE0xusc2c7aaJ8mo8dQXdwl2/5q0InX6pDuTrboR4kFUna4gMG8/qrQr+RShvMj0t4r2gnR//4cfstQOwmgZGML7vdIwpe0LzGVBzM9XDcbiH4oSLgL07MWJwMYHAjKF6VxeQraAdaUQk+kIOX2YGA==","","0","2022-04-17","13:29:19",""
"2022-04-17","10:29:33","Horário Padrão de Brasília","QR Code","35220412305443000170590007194560804061770346|20220407140458|52.94||Srbi44agVHhzZ/18zzsnil4AqSXoDd8rh1E8sf97lvZqyF2aTbzGLBqbZ5G7vqELgfCCgKNN2mc6oB9VP1kP9j/j2y55ApOA28778TlBXJNwDr/DSqApBGeBWAvMfnHmW895pi5jGmhXakYApJNryu8jn8Okc53Vb8PdbdExYLOAYYSk8s+U3TJe4kt/7a/HmKMf7Q1n/MyOpeDSdK5RpNQIDzIelbbwLC82llc4mlpmnpuklFX4kU85ICLuI3Jg2MrnAk+PdJAwwpCXt8yM0mJvmNt0H+42S+edo7qqWCMBggsSXdbFnnJQp4tdU1bLxa60ekEFQzcv29+0GIrNCQ==","","0","2022-04-17","13:29:33",""
"2022-04-17","10:29:59","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114621822092|20220409155354|32.85||As2x4tgfmOP/pRihZeQSdk4t3O47spy42mdGD0TRFde8wfeJW6mKVJ9jEIDJb+k3ycjK186cm5HabNAdiwMHirU35fFldv3kpF0XcR8Qa/BchN4g+g7Qr51vcjgxpNtWlafty3Lnq4VLzLvBIXBuuE+Ct+lNG7dzbBY85cVV/RG7io/skkRlYIy21njgP8vKNgQQsPQTcKgWwB+5eZp2ty5XsjtuJ+6UXSjdERwmNyjdKgFhAq3n4h+xuxewUq4ccdrsbLO3/wSuqTwQ9E2ETNjutfl5pNEImHx1yg8ryB0DE2dyBu2X6KkXBNLR6gBRrCZ9MPj3l5uyndnsobvpcA==","","0","2022-04-17","13:29:59","{""ec"":""L""}"
"2022-04-17","10:30:27","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114444607186|20220409143127|3.79||Mfib5Df/3yClusCM3TQJUsN5V8nwSBiDh6uf7EkF3qblNmMDuzQAlFqTEUh5xX/G4ZavChmDtqk4pLMOC7jznI4a5mV6/x22KsxwJWrEYMmfPLpCmtTRg1lJxbkhcPi9ldoG1U12lsjp3Ob8l6iCnlWOnP1U4G1SteiVINDZIsm9xxplH1Cmk6YOdPpTB6NKynEWbY4THr7ZZmZEu4dF+AkANRR7GhvGxUKZzaGEYQsJ/r5xBe+RKNqOA/6tUwu8tYNOyfmFML9jErzpXD8cTsfsGZNAT8oAn0NU4VPZgmAxfbj4tnOGBMGsFQWQ13PIoH/qTFrKHAwLjVvteJuUEg==","","0","2022-04-17","13:30:27",""
"2022-04-17","10:30:34","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114853426382|20220409181028|42.11||GTu+Cz61HekxRBZZjnoQF7eaxASzRbVScZHSTI+FJg6KD/QSE6485zcBiQYtq2zAYxn7585IxY8pysx/yypD3ca+BXxn7aUeLua3Bf6TG7rws/WpjipSUw4i7yGYKP/q3ZJuGARjpww0P00r08TJgR42tdkNiEuoaQ0LWRepvm2aWRCOH8X81xL29gXwWLSv4Y/CWq92lcI5mWiExcRQGEdYj5bOe3YFlg8fA7kkoFK045oePyw7g4O3f80Rvab1adFokyOIiZvSDSgyLzEjWVXWp513s77vOi3qgHARDow5XnL4tdsrsoVj8XgcdReLSd0rTMitdDqkQVTyVu05Ag==","","0","2022-04-17","13:30:34","{""ec"":""L""}"
"2022-04-17","10:30:43","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114909760606|20220409182719|20.98||0w7l0mSULGk8oEto33BvtzcJrtzTOowqUbt1/juGVOuS7fDKtLpb8oMQ6fLUjZMzvinZrBXgBgcM4xGDWW75NqKRRy0PTN1JvAyRAHcMSL5f86QoLdEO6uGd3LkcuUqOVdrK+qklbCIURRJPbt4NGih+0aWcH5FDm6STCOxPZU6QtE8SV1aIRSjOi8uT7mjwMureb1j9GiTO44id54bf6M3lcA9KLezpA5HMVt5hoAcULag+n8p8YSFdgWMokz418QAr6TTbKelwBngDj/Zal8COIvmu3xkrp20/vIPHbgpofVdQV9FUwYQDSO23AWpb2/ojIhAYFXAT6d5Id2ftYQ==","","0","2022-04-17","13:30:43","{""ec"":""L""}"
"2022-04-17","10:31:04","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114819158648|20220409175844|8.99||R/gmhKtiy59slM2Ptq/mR1wpUpuEouvJwE4FVS3NuDtpQNErpzs6l/3ejfSXLGyO7+O63jD0XB+Lztz3pU9lGfVmJCBtOL6ka4Kwli53AnzJQyqpjKDP7vW1z5ZqfCCe95j1GF1ZWSPZ/8dbatmZuS+NeB3XurFAjpRTlveQ7bYJb4TUatv4M0mj2lvP4LQOhi+APXTMtXAvsNmlPqiDfdQ5b/0aVpgvDjv9KDSLIQY+vmzjVHEy7qb0NLHgAeCR9qjGccnwNTIwEQWRqp/dt+vZb+HZ8aB+TQoLKGS1izLmjWXWHyjEzmlbdfbdtVcoWGoLYPXg5q4+dCTt+mp1/Q==","","0","2022-04-17","13:31:04",""
"2022-04-17","10:31:09","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114840548999|20220409180928|48.41||cemdOOVClDyl3sziIyekDsBhZF4yhHeFa+RmD1+hlClyK2tRrQcd6+25SLYn3beYw6ZLj2UVdwiWrXxkP0CLz3+ZN65CTvDvOioKbM76D7lMUOxgT6FUvSveUYF9a5nS7JJFCMbL9/Utw92tnEmLBpZDIvxtC964UgqJjrvqMNctS6tNqCckGI4yelM/aZnUNRYMQp8nOEqnlpmX6FhLR/Aq6fYib98p1bYrLLrIMmHj3aCTnQk5yyuWNTcJVbEpNOZV3Z1ZvNDz7ehLB8OYjWhT/fcq2n0WNQsfXBiBI75UuJES9WbYqPZdCLMEH/BvzzuIVklNQWUSj8VkMSuhRQ==","","0","2022-04-17","13:31:09","{""ec"":""L""}"
"2022-04-17","10:31:13","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114916719772|20220409182943|95.76||oVW14an00iiBr4tyHO3dsfgrCT8Wt3l28IPQIxC4EmAKaQdVqS6+xJkIl7oAK6DQ2uVYFzjpkzHLM7UkQeYCTcDsuKjQ7IKITHcrv6KV85NlDN/bwtokoRPKK9K0CNCFf7zl9KRvIfnuCdTTtX5W/IQ+FNWCAiimkELPD/WyquuvR7xSNA98zSG57gsCAwYfXKqeib4XbDsGZNlOKsbKl0/pcAwp98f+5SY0I9nm8S75wogirW88zgj6UTTAUHND6+WXkI1qVzHyaMn2Ffg2DZjhUubJXb6xoqFmj1uEMpe7MkYX5CKQbQ9AYBaQnD1x5ppFBJL7gBZGyxG2MqndWQ==","","0","2022-04-17","13:31:13","{""ec"":""L""}"
"2022-04-17","10:31:18","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114835835861|20220409180839|19.13||PEIbcBmumS0U1TGXIZsufOrKKMHuqxRCogonk37o6bJGjBxgrU9y4wwK7G555s4J/eynoVrMz9pxaJKR9dgpyEbOB9UcDsxBSwimHdg9V0xGwmBO5C4h2FrzKBxLgEB+QFDGKM7u6kVifsmTR2wCoon6aGguYnc3G5sp1ijp/1B+D8C/Ex2+tJhOfSCeLkWpAGYtj5chwscg77+D0ikG9wW+TpO6+Xft1SvdBUua2z55Mi6/U3SUNbZ36W36aWRVbYCJYWoO4RFtjsd7IrmoS2FQ6vM7jBQOZlYcJskQV2lDILG9xe7KjPq6DuXEiWnZWMCOipVcUW1HgWvIUAbrTA==","","0","2022-04-17","13:31:18","{""ec"":""L""}"
"2022-04-17","10:31:24","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970115815918760|20220410101941|19.19||zbU1EqNlaNDv3cCyrMb6obMV+0PLlzzCOvPW/QyrLCedgjsFkBhpQLRbIe4G21yV471opkJH4Int3C2N3Nmav3xFtdcUyavvFwXSHLUzshPD0kLHRYjGWXGkPnjL70WhmUXDzaFjAUVpiQGRY5nePoDaB8PbBf0b6Xp8xI+ry17Ut8PaD2zPzYDTUD4fk1opoywhiSoaByMZKDIp47g+Vk4zIrg81JcuvXTWjt7je4oS2rahFEbKYSprnSew9JmYphhvo+hV21vEHQ6opLj2JB8bdjQMsvkaTu2/2OaoBmizFuYD/drv3Ly1zt5kfqVasjX7x1NvKNDn9y8vF9E/9A==","","0","2022-04-17","13:31:24",""
"2022-04-17","10:31:28","Horário Padrão de Brasília","QR Code","35220412305443000170590010464820004238104386|20220413073106|6.70||2xBQDLsQLDhksOOi39SYnWL3FyquUhuWjXO2sgeFs249vMdKKs2NMYU4oZ9KXZOIWg87/L2Wy1cHsfTif5xd9eaHefVKkxr57zOr7PoUWtV6z1qXUnHdXG7KFIG7HnAoG409t8IKMYnIUTXCnGYGzYBQ7RKkZ+iMCW9fTBH5eKhIeLCKYY+vdD63w0NujXObxVAK9YpCWQo9Ou1gWcNsNt82Fa+Vr+31QGVO2AqmU+5tTBkbNkVve9Yx2eEgyjCvRh6eyRXDgukxRr38D1FCuHwpykaEu8ADMFSz9gINx1MgcfSw5Wf9MIvStUvVsbwz/lGAKFVHsr7MutUBfHap2A==","","0","2022-04-17","13:31:28","{""ec"":""L""}"
"2022-04-17","10:31:33","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114656294181|20220409161920|47.29||QMNI5+s7hT3WYMSLSlk6XYz0YzgAZYtyrUX93XOR8dOlbtDtg3spn+BbLw5i83TvND9hyeHG4F9+wA2lUSYrPXJTQwPkhKkuArtCq0h8b2zccsjb2hsXkLrl/Ji+1D5BVI+8g8r9NUtunjPcDqOoVhgprF8F/GWp0HvH7lOuQzjRrW1ViTJgyNxbs6/roE+C3U/2fld+HJTyzQce0mvJdKc51+ciZ2sU+mrac83RU5tCwowGW6I5a1BrW2tgoQDnKkcOMcN7Pt959mH4loCIA+fiPbxuIOI9N1ZdfwEAO5qtsOIE3vl9BiTQvjwBWZlHcfEtyQ37TScW3IJC7t2n2w==","","0","2022-04-17","13:31:33","{""ec"":""L""}"
"2022-04-17","10:31:40","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114665200712|20220409162039|40.36||Fyez+p+sefFiQygwTZKxK5OHkqqf8jO7Rml5VXS+DN56DlrNnQWQeiJV+y/nx+YdP1m02PzWzuTc24uOoj3+PSi1KL72hX7TdNlHz8GyfehW5x9pF+yQWrN1l1xQmJ/gR/yO/Yfv7dXQSro/Qqf8Pup8pI/eKrVfW4MpCY+zH9ShwVP1MXydLm6J0LhRv11l6Xqirc7OH5sDuikNtahQKFlQ1Z3XnMGnZt8Tvt0F52V8Q5eyJGWTt11wyk5ORPvAgTI/5A6v9xX8/lOjucc09ZdkTUs8ggaIPXzLS3NUhzX4V/HqqmTSaJ7PO5sesEBRPRfrszcBxYNfKTH+gP0hew==","","0","2022-04-17","13:31:40","{""ec"":""L""}"
"2022-04-17","10:31:44","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970117210359717|20220411150402|2.98||OaT1pX/k4xFlQId07fkVKr/R+CXJr0feMGvOJ+eV2ZUOCjaKM/Rci42/fpaLwpnrCgJ7psw2cPte2+9nEfKBehYGaWFjGwACJq0FVe9Dj/a8sRbwFUgsrqUNmfyNvHb57acrMEf3+k89rKikoma1VbAB/h4ryaudJwd++53P7exaz4zFz5PmJXzZI7bUw3Lma133u5q8M0GjHr7PgueHKNO6Ko9S3GSBUNMqxCD+V+xqUrcI0gqmR/lXzfFTKtufjfBKbLorMNkpvSIhOD7JSsNBnXJXVAAYPSZg9LLp1JMui5VQxz3MT+pXvZXM/rPQ+50TG7NuMx6nz7EFV0E6HQ==","","0","2022-04-17","13:31:44","{""ec"":""L""}"
"2022-04-17","10:31:50","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970117413553682|20220411160156|7.11||ZK4+sZ2XRmNwX+x1xzAxOtXspXLv91+/FKWsaj6LT6os77FDJ0UsiyDm2EIXR/uc0X/mU+Eh3GmR/C1O3GlqjHszNiOD92FRjmCiiaKMPzqSNjoNXxLddi6lAXWNk2FcJt+c8GNMUbA4BJx1fdw9+OyNU9+A2Xz24ENQlokziW9AVKgUJzkiyh5Ll0LHU44KUx9YY2QeRHg3bVPYxGJKfK4IRF/Hn0gvX1QMiIXPALM0M3ybDe4p5nNvV9a+i9+a09OMrSAOqQ/5hKbeOUL4OAGVEAgZ5A0OfzV+maf0WeVunnHmlmNOnb0d/zzrT9PjhqZBrXKNVmyucR6A3ThlCg==","","0","2022-04-17","13:31:50","{""ec"":""L""}"
"2022-04-17","10:31:56","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970117424428531|20220411160245|19.95||s12Yje6Hzir3psGXe5v2g2toTqoR2L9vuyGYnjNI987K9i3lvK0uDEzCjpxV3usT1IhMAEEuaPtWXLeAgxOzmg9Ji6nXpC0XIjp66ERdAsesCshtmQ2uocA1AJ0z8wYDuhUoxrHLLHa8qqNhrbpmx8IOhxEzUXLJWYZsQjDGORrFqI8tcWACQpPLkrlv6K9ploXuAYar0V56wF8p03pkxfK1kbFDyku7wMT5A/PHowgINtAK34TIDV0Cce/RKIdYQVYqMUqzL8BcVae+f4KwEpq3/7OaXjyKEMmMDWZfwwCfUrCDkS1EPnCIDdk0N/+XOQwpm1HJRlfmmmJxCE7riQ==","","0","2022-04-17","13:31:56","{""ec"":""L""}"
"2022-04-17","10:32:00","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970115934687168|20220410104217|81.91||J+VNr218wkdN1ce1wNUGxh8uK52goGgTpu2p/ulzsewUOcChsfzMfgvmP0fML7zGHr5AM2A4OpypuCRebJ7bfv4RptPaNil8MlWDGn4uZiuF+oBzfFv6N8Hh8o308/jIF/Q3LXhZi0w0WhkCzSy2bMFf21F5YHebthi/GZU261GHY5AF0Myf7TC0a1kt8dI+UPbVTKPsaNXpUyESNx86uEqimz9mf4fvAkJhIvXFL6xjz3WtiUXM9VZ+85MfeF8lNaxh40g8y3aXc7XBMxrXK6Sj54HvLt7Ef0XksFxkifmtJkNJwovv/pgkVVsWzTHSPmuEdiT1Ndfj5eDrWsKG/g==","","0","2022-04-17","13:32:00","{""ec"":""L""}"
"2022-04-17","10:32:03","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114151915162|20220409124423|20.84||UEw4siBVrC5A7WXJBboaiS67E1rzx+Wdcl5xSlWnTaMzVyxZs7rUdQ+iMVDxlMXspWD2PGweYp1wFP84InP80Lm7ZhjziJMDdQ1/BS2w7FZ1Q42x7BkareI0vD9qVlbDMvDZSRrWka0L/Gw3AzEP06O7KpDYjZZM9tpQa6iunZlvZbJwldGX+oUR+rkmeD95QdJkR+Gghfma9mYNKG64aaPr1sug8yI+OmC4b7JkAYZ7JjtTw2aGwM36eFDyC6cHCtZru2+GHFCA4upyfggJ32QHkiOdEgKiJM7yKATBUMgahGDnm3Tg8EbTcBOlQN1vpjK/JCVgqiq/Nf+vgq0evg==","","0","2022-04-17","13:32:03","{""ec"":""L""}"
"2022-04-17","10:32:08","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114196917202|20220409124752|16.99||cEPI8YcJWSwMGhbw3M9fAhCS97yMDbXB5W0nCCzhoboNvjnsfsMIDeayyQhtzbRt2n6nQLM8t51vcntRJSD1SS36nolU1/DXJ9Mp8Z5ZT0D3dvQbpk+ZVzeovSEoia+nHcn5NHJ4vNgDntwA0HfHWdrb68R9FtgR0RI25xsiwbtoWEAch3I5h+SDd/QpoXWV0mx21LNuk5L7XzIn6pL36eEkvOrSQMIapz0jPbNSpPtS6xLFuP0nQj+p/UtsexG8DDDyiUdMpdeK2KG/Eq3rsfX27iZxF5Ur/eWUmOw3aNROgt9x5MjFpVgRcW+PzjgXbUQoKLKm+YbHV/IuKKpwOQ==","","0","2022-04-17","13:32:08","{""ec"":""L""}"
"2022-04-17","10:32:28","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970117053449382|20220411143114|36.24||TO35cC/f2POmwUkPJcFq9Zn1Ode/BEhfRJ7Po3H8HP6+sRaoirbdD7tsiD9Z+aD4XeUEEAucPZIwqAFH5NWA0B3fdhF1gRH45uM6xVtZNao/TVBc+zqo0WUfLF0Xs0SmHHq4csvTDJMkuMOFF3A+6x2WLKM5xlAN9hiqXE3mw0kpCiBsSf8rIYsvlK7xpcuUT9X02KtXC0PFvwxvgGeWr1K9x5NoiZzYN+GXLoGIv/OHecv7rLAMXaKtBOhu3/F8g3LhHCQMALpUsTtNnLyiKO1XQsbtmMiSkKORJYHUxpxVp8lgfBv3b1K7hCy+DpJiFv0CppwM9a7lqypyGlB5Ng==","","0","2022-04-17","13:32:28","{""ec"":""L""}"
"2022-04-17","10:32:36","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114003310238|20220409120121|6.49||a1O2lchB/+GDMh/ovn21T5rG7YH48OCHdMyqVB3vRXFVAXkpLandcp3vtRsHpR+BV/O9Qj3mK7hoB+JYHDMwwP7pCdJjJWiRSaDMI4ed+wyDgaWiYdivz0K/02xH43xePkth2TVZtiUFZAwtlLp+E3U5gOg6x6ialHooriyfbQ4IUACo5cpwDc1ef/HV5WBCnGFePrU9o6c5KbcTGBkpRWeloCH2Mq13zy/QMmtijheIiPq2741NGp/kERoNNLyFmF2lD2wlddzqXvgsJWnwKH1AT0mk1ZdFdTeYQPT4htwWHxTKBrfjUccF+eL6dSMb+xLXfwBuuq194bb5olv+OQ==","","0","2022-04-17","13:32:36","{""ec"":""L""}"
"2022-04-17","10:32:45","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970115536175833|20220410093255|47.23||jlME9HdH5UEeV6m+uWgrG2Ew5ybf99KbzzYEd2WZg1Yd1LgXI2wDM77QDscf0ziJaQ9clxYVjdJrevHtiuuNIEZecEfMf9zGdTBNS/k5wAaM/pFiK4rwAMpkk5DSncY3e3w104f9ZqRjWCK2ES5T3XjWJOI+Z4IOzH3aURMCyqFAJKFb0e9AqCkVQtEVkUEgEo+Cv3JexGj5jQ2E1MyLo29jwpkudvKH0l4Qkil6ltBaZkOjecm43I7u03C4VDoI6kF4SkNfBwdKhhkyiSay5/o3y0/8TNmVTbeHMwTrhYKW+jn5DDLvTTJA0LngfBo6Z92cSXEH/+LrGQg1hTFmUQ==","","0","2022-04-17","13:32:45",""
"2022-04-17","10:32:50","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114603574040|20220409155132|2.99||sV9Z1/bUm8w+TKVR7yCO7T0v0hlMs7UW5mr4y99Lo352UrzT5UenkgjzufxcM1+t/mVEengva0J4kE9NDjeJ+y4A0j5U4UtoMxtOOOYwb+zdYKZKCH1mFQ+qdskgm1fiMYdRf5cNQh0UiaTdnH5S16JJm/HxZtnJHFd9Q4U38sp5vQTtvShmxz22sZr1jzdxtkSmmXBNM9uWdosDM3PoAbLAzRFT51s3H5jHyd9kxISpK4rfBhkZD2TcjOrDcZm1x4vMtZ9kxhyjXRNRjETC7MJxkgwbetKwqNSZljecL/v1upzgpkhzxlcMYOyDoa8ypitOYhAeLoHIbJKXSDNuQw==","","0","2022-04-17","13:32:50",""
"2022-04-17","10:32:58","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114570569778|20220409153739|11.00||e0Oyo7oz00PYmU4q6lDVJharP7q+yqy5SL9FDT5bYoo+4XJTO+U46bn9NS2ndJ8N9D6US7f/5kOxMlq4A+E6rAN07jCIy4Iz0K61YiRctigc2hhA43+GZ7sS6Uw16jhKLInkbP5ZgnGAX8rtsCYdojgtp91tm02AzzSrQnzI6vRcnXMfLcBMLREJJcErQjaa4KPlAUgctzk185eWIm/ifRPin0MheDdkCmMt2LJDBTHoFDaP64KDHO/IBfyEiptrk8UuNVK/UxkBMLcSuoW0Yp/hApKzDnEkoHWSjT0UfpPjHjtqh7DrVjgiynogQNw22qDxxvhP5r+TVFmdMDwOuA==","","0","2022-04-17","13:32:58","{""ec"":""L""}"
"2022-04-17","10:33:46","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114570569778|20220409153739|11.00||e0Oyo7oz00PYmU4q6lDVJharP7q+yqy5SL9FDT5bYoo+4XJTO+U46bn9NS2ndJ8N9D6US7f/5kOxMlq4A+E6rAN07jCIy4Iz0K61YiRctigc2hhA43+GZ7sS6Uw16jhKLInkbP5ZgnGAX8rtsCYdojgtp91tm02AzzSrQnzI6vRcnXMfLcBMLREJJcErQjaa4KPlAUgctzk185eWIm/ifRPin0MheDdkCmMt2LJDBTHoFDaP64KDHO/IBfyEiptrk8UuNVK/UxkBMLcSuoW0Yp/hApKzDnEkoHWSjT0UfpPjHjtqh7DrVjgiynogQNw22qDxxvhP5r+TVFmdMDwOuA==","","0","2022-04-17","13:33:46","{""ec"":""L""}"
"2022-04-17","10:34:26","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114603574040|20220409155132|2.99||sV9Z1/bUm8w+TKVR7yCO7T0v0hlMs7UW5mr4y99Lo352UrzT5UenkgjzufxcM1+t/mVEengva0J4kE9NDjeJ+y4A0j5U4UtoMxtOOOYwb+zdYKZKCH1mFQ+qdskgm1fiMYdRf5cNQh0UiaTdnH5S16JJm/HxZtnJHFd9Q4U38sp5vQTtvShmxz22sZr1jzdxtkSmmXBNM9uWdosDM3PoAbLAzRFT51s3H5jHyd9kxISpK4rfBhkZD2TcjOrDcZm1x4vMtZ9kxhyjXRNRjETC7MJxkgwbetKwqNSZljecL/v1upzgpkhzxlcMYOyDoa8ypitOYhAeLoHIbJKXSDNuQw==","","0","2022-04-17","13:34:26",""
"2022-04-17","10:34:43","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114679392287|20220409162140|5.25||q+aA2QV4soSPoDRpCxeBkevV4WKoX+npHGcCpzz9ZrQXBAizBVsv+D7iw9j/Ss+1MPVK10DhonpS5DIm/deSzLZoZT9GbLxWo2Libuk4x9AC+GB782QlaU82x2lll1X5agC24+eFt+PcMuhLqwCV1AGvhIQrij6rQQEx1QVww4ngpTY20ICYlfdsUZDH1JZJYpkPpSyshEbkpDxOsM+1DmkpUEzVUl+zYFGSVgdDiIihMQAmmn2UVjInrVUBTMS4NwtPhPnVmFjL3+FvZWG70uUfJmWWOZ6Of6WdHap8Tc4p4XQ+sKDsw7cK3kPdzl62T6erjapMsmwVdL2C+RafeA==","","0","2022-04-17","13:34:43","{""ec"":""L""}"
"2022-04-17","10:35:09","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114216964510|20220409124924|3.59||DltLaUc5wrajFrk8JuWj0rTL+zytRNo0imwT2UcIvq1dimfx2loy71fuRLRpW1D0aNelD+thn/LaB6gZDBV66+Yfw/ycWQFtJRaQwbNdFETN/3gzOoHOt24lH1Wx4fnk6Bj2uWWOJkq6e+QuPn0K0mvjW7lQp1iS07wkpeVprtiKInT8G7GErq/c9x/QLWEUvVBjLAR+zamF8lFm9mIDmAAHQZ9IFjEG1pXs+SiK5BNRUF2tFLdr5O3RaZIV6NTgfrasJ+1zid5fnqoIBUyU6X7AHONwBJB8Hl1vCII+89bWQNsoTaYl/wIeH0JnwuPx8lgYdNkvBtHld2WQB9W6Uw==","","0","2022-04-17","13:35:09","{""ec"":""L""}"
"2022-04-17","10:35:16","Horário Padrão de Brasília","QR Code","35220412305443000170590007472970114511096788|20220409151354|3.49||cf6uroQUEc79tU5pWA4JC2ViSEIkrJ3GFsoGdt6Wa6HXGsDTE93c/RXYH1SJu8emUWDyafKH0vVTj5w8GKAkhzWk0eHl8mxeLThTpNoA4erfq0CEHVuf2nvb0QJzsol0u5gaUbNuUfk1yc5aO7DlTBI8mOaWOQz5PPChmlikvs8kYFIGuLVokYtpg+Ppnmlnszt2WwQJDbQnaFkRRgNEHvPQhh6HB2MJ565MHUCwlYfpq8xE4vPlP34eIrnIZeAHnPuFf58PRoEsqD8O/x8NbGkeWT5+GVZ/wQoxQBKEsapR3tfMNXRLgS+npkLLnr0TS3Hi52f5Ak44vol13xBUHA==","","0","2022-04-17","13:35:16",""
